from,to,weight
e442rd3v,5y5w27n8,0
gcfrvnrq,5y5w27n8,NA
9njhgqjt,5y5w27n8,NA
b8h8uy0d,5y5w27n8,NA
8qkm4op5,5y5w27n8,1
NA,5y5w27n8,NA
qtd4nwnf,5y5w27n8,-1
tpx46qea,5y5w27n8,1
js5eao29,5y5w27n8,0
pv34xizl,5y5w27n8,0
zo8vfvom,5y5w27n8,1
nxb120ab,5y5w27n8,0
ywj7r6yv,5y5w27n8,0
ky74qsy5,5y5w27n8,0
u6iy9n7v,5y5w27n8,-1
ttgp5d1q,5y5w27n8,-1
rsqgxgj7,5y5w27n8,-1
23mbj83y,5y5w27n8,1
100,5y5w27n8,0
w76lz2ap,5y5w27n8,1
fake0,vnnwzoon,NA
NA,vnnwzoon,NA
fake,vnnwzoon,NA
ny7i65xf,vnnwzoon,-1
0ty8p249,vnnwzoon,1
wo215i77,vnnwzoon,0
NA,vnnwzoon,NA
we8zkaxp,vnnwzoon,0
8qy1knb8,vnnwzoon,1
469aazzl,vnnwzoon,1
vnnwzoon,vnnwzoon,1
kffjpkwm,vnnwzoon,0
y68rafkq,vnnwzoon,1
cg5akdum,vnnwzoon,NA
39grl1tb,vnnwzoon,0
cl6iwdzj,vnnwzoon,NA
fyzi3ukn,vnnwzoon,-1
lvtt31qo,vnnwzoon,-1
yyx7zv50,vnnwzoon,-1
e1h602xs,vnnwzoon,-1
guoa029e,vnnwzoon,1
xxkx1e1g,vnnwzoon,0
ezfvh1yd,vnnwzoon,1
zan8z6cj,vnnwzoon,1
isrmkgxn,vnnwzoon,1
9g3466ce,vnnwzoon,1
ctvn5bcc,vnnwzoon,-1
b98i0q0c,vnnwzoon,NA
NA,vnnwzoon,NA
rmdv0zae,vnnwzoon,0
5y5w27n8,vnnwzoon,1
b98i0q0c,vnnwzoon,NA
e442rd3v,vnnwzoon,0
gcfrvnrq,vnnwzoon,NA
9njhgqjt,vnnwzoon,NA
b8h8uy0d,vnnwzoon,NA
8qkm4op5,vnnwzoon,1
NA,vnnwzoon,NA
qtd4nwnf,vnnwzoon,1
tpx46qea,vnnwzoon,-1
js5eao29,vnnwzoon,1
pv34xizl,vnnwzoon,1
zo8vfvom,vnnwzoon,1
nxb120ab,vnnwzoon,1
ywj7r6yv,vnnwzoon,0
ky74qsy5,vnnwzoon,-1
u6iy9n7v,vnnwzoon,-1
ttgp5d1q,vnnwzoon,1
rsqgxgj7,vnnwzoon,1
23mbj83y,vnnwzoon,-1
100,vnnwzoon,0
w76lz2ap,vnnwzoon,1
fake0,pv34xizl,NA
NA,pv34xizl,NA
fake,pv34xizl,NA
ny7i65xf,pv34xizl,-1
0ty8p249,pv34xizl,1
wo215i77,pv34xizl,0
NA,pv34xizl,NA
we8zkaxp,pv34xizl,-1
8qy1knb8,pv34xizl,0
469aazzl,pv34xizl,0
vnnwzoon,pv34xizl,0
kffjpkwm,pv34xizl,0
y68rafkq,pv34xizl,-1
cg5akdum,pv34xizl,NA
39grl1tb,pv34xizl,0
cl6iwdzj,pv34xizl,NA
fyzi3ukn,pv34xizl,0
lvtt31qo,pv34xizl,0
yyx7zv50,pv34xizl,-1
e1h602xs,pv34xizl,-1
guoa029e,pv34xizl,0
xxkx1e1g,pv34xizl,0
ezfvh1yd,pv34xizl,-1
zan8z6cj,pv34xizl,1
isrmkgxn,pv34xizl,0
9g3466ce,pv34xizl,1
ctvn5bcc,pv34xizl,0
b98i0q0c,pv34xizl,NA
NA,pv34xizl,NA
rmdv0zae,pv34xizl,1
5y5w27n8,pv34xizl,0
b98i0q0c,pv34xizl,NA
e442rd3v,pv34xizl,0
gcfrvnrq,pv34xizl,NA
9njhgqjt,pv34xizl,NA
b8h8uy0d,pv34xizl,NA
8qkm4op5,pv34xizl,1
NA,pv34xizl,NA
qtd4nwnf,pv34xizl,-1
tpx46qea,pv34xizl,-1
js5eao29,pv34xizl,1
pv34xizl,pv34xizl,1
zo8vfvom,pv34xizl,1
nxb120ab,pv34xizl,0
ywj7r6yv,pv34xizl,0
ky74qsy5,pv34xizl,0
u6iy9n7v,pv34xizl,-1
ttgp5d1q,pv34xizl,1
rsqgxgj7,pv34xizl,1
23mbj83y,pv34xizl,-1
100,pv34xizl,1
w76lz2ap,pv34xizl,1
fake0,8qy1knb8,NA
NA,8qy1knb8,NA
fake,8qy1knb8,NA
ny7i65xf,8qy1knb8,0
0ty8p249,8qy1knb8,1
wo215i77,8qy1knb8,1
NA,8qy1knb8,NA
we8zkaxp,8qy1knb8,0
8qy1knb8,8qy1knb8,NA
469aazzl,8qy1knb8,1
vnnwzoon,8qy1knb8,1
kffjpkwm,8qy1knb8,1
y68rafkq,8qy1knb8,-1
cg5akdum,8qy1knb8,NA
39grl1tb,8qy1knb8,1
cl6iwdzj,8qy1knb8,NA
fyzi3ukn,8qy1knb8,-1
lvtt31qo,8qy1knb8,-1
yyx7zv50,8qy1knb8,1
e1h602xs,8qy1knb8,1
guoa029e,8qy1knb8,1
xxkx1e1g,8qy1knb8,1
ezfvh1yd,8qy1knb8,-1
zan8z6cj,8qy1knb8,0
isrmkgxn,8qy1knb8,-1
9g3466ce,8qy1knb8,-1
ctvn5bcc,8qy1knb8,1
b98i0q0c,8qy1knb8,NA
NA,8qy1knb8,NA
rmdv0zae,8qy1knb8,0
5y5w27n8,8qy1knb8,0
b98i0q0c,8qy1knb8,NA
e442rd3v,8qy1knb8,0
gcfrvnrq,8qy1knb8,NA
9njhgqjt,8qy1knb8,NA
b8h8uy0d,8qy1knb8,NA
8qkm4op5,8qy1knb8,0
NA,8qy1knb8,NA
qtd4nwnf,8qy1knb8,1
tpx46qea,8qy1knb8,-1
js5eao29,8qy1knb8,1
pv34xizl,8qy1knb8,0
zo8vfvom,8qy1knb8,-1
nxb120ab,8qy1knb8,-1
ywj7r6yv,8qy1knb8,0
ky74qsy5,8qy1knb8,0
u6iy9n7v,8qy1knb8,-1
ttgp5d1q,8qy1knb8,-1
rsqgxgj7,8qy1knb8,1
23mbj83y,8qy1knb8,1
100,8qy1knb8,0
w76lz2ap,8qy1knb8,1
fake0,o42b386c,NA
NA,o42b386c,NA
fake,o42b386c,NA
ny7i65xf,o42b386c,-1
0ty8p249,o42b386c,-1
wo215i77,o42b386c,0
NA,o42b386c,NA
we8zkaxp,o42b386c,-1
8qy1knb8,o42b386c,NA
469aazzl,o42b386c,0
vnnwzoon,o42b386c,-1
kffjpkwm,o42b386c,-1
y68rafkq,o42b386c,-1
cg5akdum,o42b386c,NA
39grl1tb,o42b386c,0
cl6iwdzj,o42b386c,NA
fyzi3ukn,o42b386c,-1
lvtt31qo,o42b386c,0
yyx7zv50,o42b386c,-1
e1h602xs,o42b386c,-1
guoa029e,o42b386c,-1
xxkx1e1g,o42b386c,-1
ezfvh1yd,o42b386c,-1
zan8z6cj,o42b386c,1
isrmkgxn,o42b386c,-1
9g3466ce,o42b386c,-1
ctvn5bcc,o42b386c,1
b98i0q0c,o42b386c,NA
NA,o42b386c,NA
rmdv0zae,o42b386c,-1
5y5w27n8,o42b386c,0
b98i0q0c,o42b386c,NA
e442rd3v,o42b386c,1
gcfrvnrq,o42b386c,NA
9njhgqjt,o42b386c,NA
b8h8uy0d,o42b386c,NA
8qkm4op5,o42b386c,0
NA,o42b386c,NA
qtd4nwnf,o42b386c,-1
tpx46qea,o42b386c,-1
js5eao29,o42b386c,1
pv34xizl,o42b386c,-1
zo8vfvom,o42b386c,-1
nxb120ab,o42b386c,0
ywj7r6yv,o42b386c,0
ky74qsy5,o42b386c,0
u6iy9n7v,o42b386c,-1
ttgp5d1q,o42b386c,-1
rsqgxgj7,o42b386c,-1
23mbj83y,o42b386c,-1
100,o42b386c,0
w76lz2ap,o42b386c,0
fake0,lvtt31qo,NA
NA,lvtt31qo,NA
fake,lvtt31qo,NA
ny7i65xf,lvtt31qo,-1
0ty8p249,lvtt31qo,1
wo215i77,lvtt31qo,1
NA,lvtt31qo,NA
we8zkaxp,lvtt31qo,0
8qy1knb8,lvtt31qo,NA
469aazzl,lvtt31qo,0
vnnwzoon,lvtt31qo,0
kffjpkwm,lvtt31qo,1
y68rafkq,lvtt31qo,-1
cg5akdum,lvtt31qo,NA
39grl1tb,lvtt31qo,1
cl6iwdzj,lvtt31qo,NA
fyzi3ukn,lvtt31qo,1
lvtt31qo,lvtt31qo,1
yyx7zv50,lvtt31qo,-1
e1h602xs,lvtt31qo,-1
guoa029e,lvtt31qo,-1
xxkx1e1g,lvtt31qo,0
ezfvh1yd,lvtt31qo,-1
zan8z6cj,lvtt31qo,1
isrmkgxn,lvtt31qo,0
9g3466ce,lvtt31qo,0
ctvn5bcc,lvtt31qo,1
b98i0q0c,lvtt31qo,NA
NA,lvtt31qo,NA
rmdv0zae,lvtt31qo,-1
5y5w27n8,lvtt31qo,0
b98i0q0c,lvtt31qo,NA
e442rd3v,lvtt31qo,0
gcfrvnrq,lvtt31qo,NA
9njhgqjt,lvtt31qo,NA
b8h8uy0d,lvtt31qo,NA
8qkm4op5,lvtt31qo,1
NA,lvtt31qo,NA
qtd4nwnf,lvtt31qo,-1
tpx46qea,lvtt31qo,1
js5eao29,lvtt31qo,1
pv34xizl,lvtt31qo,1
zo8vfvom,lvtt31qo,-1
nxb120ab,lvtt31qo,0
ywj7r6yv,lvtt31qo,0
ky74qsy5,lvtt31qo,0
u6iy9n7v,lvtt31qo,-1
ttgp5d1q,lvtt31qo,-1
rsqgxgj7,lvtt31qo,1
23mbj83y,lvtt31qo,1
100,lvtt31qo,0
w76lz2ap,lvtt31qo,0
